Epoch, NumTrainingWords, LAS
0, 1179, 32.60046211381339
1, 2716, 48.15511779138181
2, 4246, 55.13446559157714
3, 5792, 60.15340272980634
4, 7301, 59.52692884876492
5, 8807, 62.49970224625426
6, 10309, 64.08375217360235
7, 11850, 65.09849693909149
8, 13350, 67.18039112932041
9, 14852, 66.74209761558801
10, 16364, 66.43957980991401
11, 17885, 66.43481574998214
12, 19411, 68.37378814225482
13, 20941, 68.22610228436673
14, 22461, 68.11891093589958
15, 23966, 70.21986136585598
16, 25483, 66.77306400514519
17, 26995, 70.70103141897525
18, 28507, 69.06934089230843
19, 30012, 71.31083109025512
20, 31542, 68.50241776041543
21, 33072, 68.7715871465663
22, 34602, 71.10121245325266
23, 36125, 70.33658083418689
24, 37643, 71.09168433338891
25, 39165, 71.27986470069793
26, 40669, 71.23460613134513
27, 42187, 71.5871465663038
28, 43706, 71.87299016221624
29, 45217, 71.01069531454706
30, 46717, 70.08408565779757
31, 48217, 70.92256020580739
32, 49729, 71.08453824349111
33, 51237, 71.76818084371502
34, 52745, 72.335103975608
35, 54257, 72.66144208094138
36, 55769, 72.89964507753507
37, 57288, 72.04211428979777
38, 58800, 72.47802577356423
39, 60320, 72.57092494223578
40, 61828, 71.1417069626736
41, 63336, 73.38319716062028
42, 64836, 72.48755389342799
43, 66336, 72.65429599104357
44, 67836, 72.55186870250827
45, 69347, 71.99209166051308
46, 70859, 73.29268002191468
47, 72360, 73.44036587980277
48, 73878, 72.41847502441581
49, 75396, 73.04494890545723
50, 76901, 72.53281246278078
51, 78419, 73.19263476334532
52, 79919, 71.66337152521379
53, 81431, 72.72337486005574
54, 82943, 73.45942211953026
55, 84448, 72.96395988661537
56, 85948, 73.18548867344751
57, 87459, 72.3089016459827
58, 88960, 72.77577951930635
59, 90470, 73.60472594745242
60, 91982, 72.7591053095448
61, 93491, 71.9539791810581
62, 95004, 73.56899549796337
63, 96508, 72.74243109978323
64, 98016, 71.89442843190967
65, 99525, 72.33272194564208
66, 101037, 74.02634525142327
67, 102544, 73.03542078559349
68, 104050, 72.32557585574426
69, 105550, 73.18787070341345
70, 107055, 73.8357828541483
71, 108451, 73.2998261118125
